被评论的商品ID,被评论的商品类别,评论账号,评论人的URL,评论内容,评论地点,评论时间,评论URL,评论来源,标签,采集日期,评价
NULL,NULL,萌***兔,NULL,环境挺好的，温泉也不错，就是服务态度太差了…,NULL,2015-03-01,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,m***0,NULL,很满意，以后还会去。划完雪去的，泡泡温泉，很解乏。,NULL,2015-03-01,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,痕***1,NULL,酒店房间很干净也很安静，去温泉主题公园泡泡很放松.,NULL,2015-02-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,爱***甜,NULL,环境优雅，不过太大了，我们走了好久才到客房，套餐真心不好，客房押金二百，温泉押金每人二百，但真心不错。距离客房很远，联系开车去,NULL,2015-02-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***1,NULL,不错，就是温泉浴袍湿了，不给换，服务人员态度不好，室外温度很低，浴袍湿了不给换干的，很容易感冒，大家要注意。,NULL,2015-02-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,快***头,NULL,酒店住宿不错，温泉也好，十分向往，下次还来,NULL,2015-02-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***3,NULL,房间很好， 温泉很舒服， 就是冬天有些寒冷， 都很好,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,w***6,NULL,总体很好，环境好，温泉设施新，家人也满意。但温泉入口服务实在太差，一男服务生特别横，从里面跟他换一个干浴袍，不同意，跟他要个毛巾想给小孩子裹身子，也不给，态度特别蛮横！非常无语！希望九华全面提高服务人员水平。,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,3***9,NULL,不错很好    挺好的 给父母买的 说不错,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,w***张,NULL,住的还可以，细节方面不行，三选一项目除了健身房基本排不上，室外很刺激，室内消毒液味道很大，晚上7点以后人少一些，泡着舒服些，里面可以自带水和零食，只要不太夸张就行。。。游泳必须带泳帽，里面卖10块一个,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,z***1,NULL,满意！初二下午到，放下行李直奔室外温泉，泡了一大半突然飘起雪花❄️，兴奋得要疯掉，接着又泡了一小时，嗨皮,NULL,2015-02-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,软***盼,NULL,很好，服务等各方面都很好，推荐。,NULL,2015-02-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,肆***药,NULL,室外温泉泡的很好，温泉水很热，不觉得冷，很可惜不含餐，单点餐都相对较贵，房间还挺干净的，环境也比较干净。,NULL,2015-02-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,张***1,NULL,虽然酒店挺老，但仍干净整齐，房间还有麻将桌，意外惊喜！,NULL,2015-02-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***5,NULL,去过几个温泉，九华这里真的不错，团购性价比很高设施也很全，很好,NULL,2015-02-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***哈,NULL,温泉好棒，住的非常非常舒服，很好,NULL,2015-02-13,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,q***8,NULL,环境很气派，就是服务跟不上，酒店前台和温泉前台的服务态度冷漠。。。,NULL,2015-02-11,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***3,NULL,非常好，值得一去，干净重点还有一个小阳台,NULL,2015-02-11,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***儿,NULL,住宿准时不错，有个大大的阳台，小惊喜，温泉的室外泳池也不错，很清澈，只是个别温泉不能算是特别的干净了,NULL,2015-02-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,w***e,NULL,因为没去过怕太晚回不了城里就住了一天，结果发现没必要。特别大，甚至院内部有小火车，就差个皇宫了。交通还是很便利，有公交直达。在旁边有家不错的饭店，还有物美，就是周边的黑车太贪心。,NULL,2015-02-08,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,明***菇,NULL,人挺多的，吃的不是很好，住的屋子WiFi不好，但是挺干净的,NULL,2015-02-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,F***r,NULL,不是周末去的，有点冷清，不过很好呀～,NULL,2015-02-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,碧***幕,NULL,第一次来整体感觉非常不错！住宿环境优美，房间干净，服务周到，下次和家人还会再来！,NULL,2015-02-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,牧***学,NULL,还不错，温泉体验该有的都有了～,NULL,2015-01-31,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,温泉水比较脏，泡完有起小红点，客房床罩上有毛发,NULL,2015-01-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,困***K,NULL,住的标间 很干净 家具什么的也都很新 就是九华里面太大了 从十六区走到一区好远..室内池子种类比较少 室外种类倒是比别的地方多 服务员很少 总的来说玩的还算开心,NULL,2015-01-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,戦***2,NULL,16区自称5星，应该还是不错的，只是预订的时间比较早，之后再补上点评吧,NULL,2015-01-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,s***5,NULL,下午去的，在那住了一宿，客房环境特别好，很舒服。温泉也非常不错，很多池子，喜欢在外面泡，仙境一样。有机会还回来的,NULL,2015-01-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,晴***5,NULL,满意，我还没去。听说不错。公司全体年会,NULL,2015-01-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***0,NULL,可凑合吧，比去酒店订要便宜！！！！！,NULL,2015-01-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,c***n,NULL,还没有消费，不过听说不错，带老婆去体验下，希望不要让我们失望。,NULL,2015-01-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,宁***e,NULL,总体很好，房间不错，很舒适，有些服务员态度比较冷漠，虽然也都能解答问题，不过一副爱答不理的样子，温泉不错，有些味道和功效的很有特色，不过不是天然的温泉，不太好的就是预定的时候顺有午餐可是到了之后就说没有了，只好自己吃，小贵，总体环境好评,NULL,2015-01-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,z***l,NULL,590元有些小贵，温泉人不少，总体感觉一般般吧,NULL,2015-01-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,h***3,NULL,环境不错，服务也还可以，温泉有很多泡池可以选择。还有多项娱乐活动。赞！,NULL,2015-01-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,p***g,NULL,整体还不错，就是大床房很小，没有上次来的标间气派,NULL,2015-01-11,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,w***1,NULL,节假日真是不能去啊，人太多不说，入住办理也超级麻烦的，哎…定了三个房间，只有一间屋子有靠外面的窗户，剩下两个房间超级热的,NULL,2015-01-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,晅***定,NULL,年底加周末人还是比较多的，室外高温玫瑰和红酒的汤很好，泡不够。不过最最喜欢的还是玉石火炕！,NULL,2015-01-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,i***a,NULL,室外温泉很赞，温度合适，还有个室外超大泳池水温不冷不热很舒服,NULL,2015-01-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,A***e,NULL,房间一般，室外温泉适合白天泡，服务极差！,NULL,2015-01-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,h***5,NULL,明明页面写着周末和节假日加钱，我去的时候是12月30号，还是周二还加钱，无语，事先打电话问好说不加钱的！还没有早餐，退房就两个通道，排了一个小时才完事！,NULL,2015-01-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,y***1,NULL,温泉很棒～还会再来的。住宿还好了。。,NULL,2015-01-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***2,NULL,酒店毛巾该换了吧，都已经磨损的很旧了。泡温泉的地方黄色浴袍一直供应不上，去要了好几趟都说没有，关门的一瞬间还看到大婶们在凉收回的湿毛巾，难道不洗不消毒打算直接再给客人用么？,NULL,2015-01-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,紫***S,NULL,非常好~定的时候本来是满房，客服给我调节的间房间。住的房间挺宽敞的，温泉不是在地下，是在单独的温泉中心，也相当好特别大根本泡不过来，还有室外的游泳池，室内的水上乐园，这天儿泡室外冰火两重天。满分。下回还回去的。,NULL,2015-01-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,飘***草,NULL,非常不错，环境挺好，温泉池子也多，和朋友一起来的，是个冬季聚会的好场所。,NULL,2015-01-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,y***r,NULL,就是可惜温泉不在16区而是1区,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,冰***狸,NULL,团购的 住宿加温泉 元旦去很不错 温泉晚上人少 就是浴袍不够用 拿的都是湿的 室外温泉很赞 16区的房间不错,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,G***s,NULL,跟老公去的 很好 只是娱乐设施少了点 希望能有更多的项目,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,欧***5,NULL,住房还可以吧，卫生间有饮用水。,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,A***6,NULL,很不错啊，温泉很过瘾，选择性很多，就是没感觉出有啥区别，除了温度。,NULL,2015-01-02,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,娜***8,NULL,还不错，水很干净，适合小孩子玩。,NULL,2015-01-02,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,x***l,NULL,还不错，挺划算的。关键是没想到元旦居然也能订的到。,NULL,2014-12-31,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,y***n,NULL,十六区地下一层的温泉很小，感觉也不干净，房间太脏，和衣睡了一晚，脸上还是过敏了。真心不值,NULL,2014-12-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***o,NULL,还不错啦～午夜泡很爽的哈～～～,NULL,2014-12-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,i***熊,NULL,还不错，就是设施有点老。人气不足,NULL,2014-12-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,t***3,NULL,还没有去，但是应该会很好玩，大冬天和另外两家朋友一起泡泡温泉，很是享受呢,NULL,2014-12-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,k***i,NULL,不错，很满意……酒店环境很好，温泉人不多，泡的蛮舒服,NULL,2014-12-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,s***仙,NULL,非常好，干净整洁，池子多，水热，服务态度好.房间也很舒服，不错,NULL,2014-12-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***0,NULL,室外温泉真是冰火两重天啊 刺激 太刺激了 小伙伴们还打了乒乓球 住得也不错 大家都很开心,NULL,2014-12-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,刘***0,NULL,住宿条件不错、不过还要补差价够可以的、去了不住也不行、只得补了、温泉还不错、人不多,NULL,2014-12-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,暴***3,NULL,环境不错，服务态度也特别好！过了一个开森的周末。,NULL,2014-12-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,M***e,NULL,16区的住宿也太差劲了。拖鞋虽然有塑封，可是打开发现里面还有根头发；打开被子发现里面竟然有张用过的卫生纸！！！！还能再恶心点么？,NULL,2014-12-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,g***8,NULL,第一次去，泡温泉地方不错，美中不足是客房空调不能调节，闷热，设施简单！其余都蛮好的，下次还会去！,NULL,2014-12-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,豌***8,NULL,给5分吧，九华山庄装修后比以前档次高了，但是室外温泉太集中了，没有了那么多新奇的发现。房间定的是两个大床和两个标间，只给了一个大床。总体还可以吧。温泉走廊还没时间都逛一遍，是个遗憾！,NULL,2014-12-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,王***5,NULL,总体还不错，环境还是挺好,NULL,2014-12-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8547874&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,爱***子,NULL,没住过这种小屋，还挺新奇，环境挺干净，没有异味，就是没有热水，没洗上澡，客房电话也没人接，总体对不起小一千元的价格，下次不会再住了,NULL,2015-04-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=10304986&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,窦***林,NULL,朋友聚会不错的选择，设施一般，蚊子比较多。,NULL,2015-04-18,http://t.dianping.com/ajax/detailDealRate?dealGroupId=10304986&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***5,NULL,附近就有快捷不应该住那 铁皮房子 能把人冻死 巨冷无敌 设施简陋 像招待所 那个度假村东西倒是很多很杂 就是我孩子太小了 不太适合 吃饭当然也是非常的拥挤 附近的李家大院还是个不错的选择 草莓80一斤 鸡蛋18一斤 买了一箱回家试了下 白白的 很不理想 有暴利的倾向 也不建议4月去 过节去 人多 还冷 那些游乐设施玩的孩子会冷 小动物还是可以看看的 除了很臭很臭 不过孩子喜欢 滑草场也不适合两岁以下孩子玩 整体素质就是北京郊区 玩一次还可以 附近就有快捷不应该住那 铁皮房子 能把人冻死 巨冷无敌 设施简陋 像招待所 那个度假村东西倒是很多很杂 就是我孩子太小了 不太适合 吃饭当然也是非常的拥挤 附近的李家大院还是个不错的选择 草莓80一斤 鸡蛋18一斤 买了一箱回家试了下 白白...展开全部,NULL,2015-04-13,http://t.dianping.com/ajax/detailDealRate?dealGroupId=10304986&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,啊***古,NULL,真心不错，太适合带孩子去了，就是现在有点冷，等5.1的时候还去！！！,NULL,2015-04-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=10304986&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***6,NULL,环境很好、朋友聚会好地方！价格要是能少一点就好了。,NULL,2015-03-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=10304986&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***1,NULL,前所未有的失望，团购的房车小镇两室一厅，价格945，但房间设施看起来陈旧且缺乏良好维护，卫生状况不好，卫生间味道特别大。房间里的设施有些都坏了，门锁坏了，洗手间的淋雨架子还掉了下来，热水根本无法洗澡。钓鱼和钓蟹的池塘非常脏，水都是黑的，吃饭价格不低，味道一般，三点钟餐厅为孩子准备的很小的一块区域海洋球还收费30元。套票中温泉的池子都是粘滑的。第二天向总台反应了房间状况，他们经理但是过来，赔礼道歉，态度还算不错。但总体感觉非常糟糕，再也不会来这里了！ 前所未有的失望，团购的房车小镇两室一厅，价格945，但房间设施看起来陈旧且缺乏良好维护，卫生状况不好，卫生间味道特别大。房间里的设施有些都坏了，门锁坏了，洗手间的淋雨架子还掉了下来，热水根本无法洗澡。钓鱼和钓蟹的池塘非常脏，水都是黑的，吃饭...展开全部,NULL,2015-02-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=10304986&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***3,NULL,总体不是很满意，服务差 房间设施陈旧 不怎么干净 好多池子都没来,NULL,2015-04-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,心***忆,NULL,没什么高级不高级，就是周末非周末区别开228和198，也不说清楚，害我没有赶上周末还用了228，当时都没人提醒。,NULL,2015-04-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,燕***7,NULL,物美价廉，不错，很好，很好，很好,NULL,2015-04-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,血***影,NULL,很满意，比预想的好很多，下次继续享受！,NULL,2015-03-30,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***4,NULL,标价一千多的房型，团购价比大堂现付只优惠8元（228元/236元），水份不小！ 每次预约，服务员态度都很生猛，让人感到恐惧。,NULL,2015-03-28,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,柳***睛,NULL,第一次团购，第一次来这里，可能是平时的原因，人很少，自己可独享小池，房间设施稍显陈旧，但整体泡汤住宿与团购价格还是成正比的。,NULL,2015-03-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,阳***9,NULL,非常好非常值，很好的一次体验，有时间还会去的,NULL,2015-03-18,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***2,NULL,很不错。也很好吃。态度也比较不错。,NULL,2015-03-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,迷***8,NULL,床特别小，服态度特别差别差，温泉里的人特别多人像煮饺子,NULL,2015-03-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,c***8,NULL,水有点脏！开放的池子比较小！其他还好,NULL,2015-03-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,v***a,NULL,挺好的，住宿不限下水次数，孩子去水上乐园玩了三次,NULL,2015-03-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,不***胖,NULL,不错。。。。。。。。。。。。。。,NULL,2015-03-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***8,NULL,还算物有所值。温泉水不干净。设备陈旧老化，好多项目没开。价格低廉。,NULL,2015-03-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***8,NULL,来到这里很满意。住宿客房很干净，洗浴也很好！温泉池很多！,NULL,2015-02-28,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,哎***娘,NULL,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,晶***5,NULL,前台服务员大妈态度每次去都跟谁欠她钱似的 汤池真的是虚假的真心与团购图片没有一样的 汤池里面的汤真是汤 上面漂一层不知道是不是死皮,NULL,2015-02-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,9***o,NULL,还行，地方有点小，人多，马马虎虎,NULL,2015-02-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***7,NULL,温泉环境还不错，价格很优惠，不过客房实在不够四星。,NULL,2015-02-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***0,NULL,很好！房间很暖和床很大洗澡水很热！稍微欠缺的是，由于周六人很多，房卡供应不过来，每次回房间都得让服务员开门，这点很麻烦！其它都很赞,NULL,2015-01-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,房间确实不错！但是温泉有点脏！没怎么泡！一层人油啊，不敢下去啊！,NULL,2015-01-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,宫***衣,NULL,小池子很多，温泉实在不错。住的酒店很一般。这个价钱就算物有所值吧。,NULL,2015-01-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***W,NULL,房间略微陈旧，温泉不错，人不多，200多值,NULL,2015-01-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
